FIRE_YEAR,ICS_COMPLEX_NAME,FIRE_NAME,MEMBER_INC_IDENTIFIER,CPLX_INC_IDENTIFIER,CPLX_INCIDENT_ID,MEMBER_INCIDENT_ID,,,,
2015,CHELAN COMPLEX,MCFARLAND CREEK,2885237,2906716,2015_2906716_CHELAN COMPLEX,2015_2885237_MCFARLAND CREEK,,,,
2015,CHELAN COMPLEX,BLACK CANYON,2900423,2906716,2015_2906716_CHELAN COMPLEX,2015_2900423_BLACK CANYON,,,,
2015,CHELAN COMPLEX,CHELAN COMPLEX,2906716,2906716,2015_2906716_CHELAN COMPLEX,2015_2906716_CHELAN COMPLEX,,,,
2015,CHELAN COMPLEX,ANTOINE CREEK,2933186,2906716,2015_2906716_CHELAN COMPLEX,2015_2933186_ANTOINE CREEK,,,,
2015,CHESTER 23 COMPLEX,HILL RIVER,2944640,2952773,2015_2952773_CHESTER 23 COMPLEX,2015_2944640_HILL RIVER,,,,
2015,CHESTER 23 COMPLEX,CHESTER 23 COMPLEX,2952773,2952773,2015_2952773_CHESTER 23 COMPLEX,2015_2952773_CHESTER 23 COMPLEX,,,,
2015,CHESTER 23 COMPLEX,CHESTER 23,2953538,2952773,2015_2952773_CHESTER 23 COMPLEX,2015_2953538_CHESTER 23,,,,
2015,CLARK FORK COMPLEX,MARTEN CREEK,2766351,2890578,2015_2890578_CLARK FORK COMPLEX,2015_2766351_MARTEN CREEK,,,,
2015,CLARK FORK COMPLEX,GOVERNMENT,2863700,2890578,2015_2890578_CLARK FORK COMPLEX,2015_2863700_GOVERNMENT,,,,
2015,CLARK FORK COMPLEX,SAWTOOTH,2881798,2890578,2015_2890578_CLARK FORK COMPLEX,2015_2881798_SAWTOOTH,,,,
2015,CLARK FORK COMPLEX,NAPOLEON 1,2885520,2890578,2015_2890578_CLARK FORK COMPLEX,2015_2885520_NAPOLEON 1,,,,
2015,CLARK FORK COMPLEX,SCOTCHMAN PEAK,2885842,2890578,2015_2890578_CLARK FORK COMPLEX,2015_2885842_SCOTCHMAN PEAK,,,,
2015,CLARK FORK COMPLEX,CLARK FORK COMPLEX,2890578,2890578,2015_2890578_CLARK FORK COMPLEX,2015_2890578_CLARK FORK COMPLEX,,,,
2015,CLARK FORK COMPLEX,HAMILTON,2900258,2890578,2015_2890578_CLARK FORK COMPLEX,2015_2900258_HAMILTON,,,,
2015,CLARK FORK COMPLEX,WHITETAIL,2900728,2890578,2015_2890578_CLARK FORK COMPLEX,2015_2900728_WHITETAIL,,,,
2015,CLARK FORK COMPLEX,STAR GULCH,2904050,2890578,2015_2890578_CLARK FORK COMPLEX,2015_2904050_STAR GULCH,,,,
2015,CLARK FORK COMPLEX,NAPOLEON 3,2931021,2890578,2015_2890578_CLARK FORK COMPLEX,2015_2931021_NAPOLEON 3,,,,
2015,CLEARWATER/MUNICIPAL/MOTORWAY NORTH COMPLEX,GREEN,2836878,2920368,2015_2920368_CLEARWATER/MUNICIPAL/MOTORWAY NORTH COMPLEX,2015_2836878_GREEN,,,,
2015,CLEARWATER/MUNICIPAL/MOTORWAY NORTH COMPLEX,535,2857010,2920368,2015_2920368_CLEARWATER/MUNICIPAL/MOTORWAY NORTH COMPLEX,2015_2857010_535,,,,
2015,CLEARWATER/MUNICIPAL/MOTORWAY NORTH COMPLEX,LAWYER 4,2861903,2920368,2015_2920368_CLEARWATER/MUNICIPAL/MOTORWAY NORTH COMPLEX,2015_2861903_LAWYER 4,,,,
2015,CLEARWATER/MUNICIPAL/MOTORWAY NORTH COMPLEX,LOLO #2,2861904,2920368,2015_2920368_CLEARWATER/MUNICIPAL/MOTORWAY NORTH COMPLEX,2015_2861904_LOLO #2,,,,
2015,CLEARWATER/MUNICIPAL/MOTORWAY NORTH COMPLEX,KAMIAH GULCH,2862395,2920368,2015_2920368_CLEARWATER/MUNICIPAL/MOTORWAY NORTH COMPLEX,2015_2862395_KAMIAH GULCH,,,,
2015,CLEARWATER/MUNICIPAL/MOTORWAY NORTH COMPLEX,MUSSELSHELL CREEK,2866827,2920368,2015_2920368_CLEARWATER/MUNICIPAL/MOTORWAY NORTH COMPLEX,2015_2866827_MUSSELSHELL CREEK,,,,
2015,CLEARWATER/MUNICIPAL/MOTORWAY NORTH COMPLEX,YOOSA,2875082,2920368,2015_2920368_CLEARWATER/MUNICIPAL/MOTORWAY NORTH COMPLEX,2015_2875082_YOOSA,,,,
2015,CLEARWATER/MUNICIPAL/MOTORWAY NORTH COMPLEX,CARROT RIDGE,2875155,2920368,2015_2920368_CLEARWATER/MUNICIPAL/MOTORWAY NORTH COMPLEX,2015_2875155_CARROT RIDGE,,,,
2015,CLEARWATER/MUNICIPAL/MOTORWAY NORTH COMPLEX,TRACTOR,2881341,2920368,2015_2920368_CLEARWATER/MUNICIPAL/MOTORWAY NORTH COMPLEX,2015_2881341_TRACTOR,,,,
2015,CLEARWATER/MUNICIPAL/MOTORWAY NORTH COMPLEX,BIG HILL,2881364,2920368,2015_2920368_CLEARWATER/MUNICIPAL/MOTORWAY NORTH COMPLEX,2015_2881364_BIG HILL,,,,
2015,CLEARWATER/MUNICIPAL/MOTORWAY NORTH COMPLEX,FISHER,2882752,2920368,2015_2920368_CLEARWATER/MUNICIPAL/MOTORWAY NORTH COMPLEX,2015_2882752_FISHER,,,,
2015,CLEARWATER/MUNICIPAL/MOTORWAY NORTH COMPLEX,LOST HAT,2885928,2920368,2015_2920368_CLEARWATER/MUNICIPAL/MOTORWAY NORTH COMPLEX,2015_2885928_LOST HAT,,,,
2015,CLEARWATER/MUNICIPAL/MOTORWAY NORTH COMPLEX,FLYING B,2889976,2920368,2015_2920368_CLEARWATER/MUNICIPAL/MOTORWAY NORTH COMPLEX,2015_2889976_FLYING B,,,,
2015,CLEARWATER/MUNICIPAL/MOTORWAY NORTH COMPLEX,INCIDENT 664,2899856,2920368,2015_2920368_CLEARWATER/MUNICIPAL/MOTORWAY NORTH COMPLEX,2015_2899856_INCIDENT 664,,,,
2015,CLEARWATER/MUNICIPAL/MOTORWAY NORTH COMPLEX,LAWYER 2,2899857,2920368,2015_2920368_CLEARWATER/MUNICIPAL/MOTORWAY NORTH COMPLEX,2015_2899857_LAWYER 2,,,,
2015,CLEARWATER/MUNICIPAL/MOTORWAY NORTH COMPLEX,ADAMS GRADE,2900038,2920368,2015_2920368_CLEARWATER/MUNICIPAL/MOTORWAY NORTH COMPLEX,2015_2900038_ADAMS GRADE,,,,
2015,CLEARWATER/MUNICIPAL/MOTORWAY NORTH COMPLEX,PILOT KNOB,2900040,2920368,2015_2920368_CLEARWATER/MUNICIPAL/MOTORWAY NORTH COMPLEX,2015_2900040_PILOT KNOB,,,,
2015,CLEARWATER/MUNICIPAL/MOTORWAY NORTH COMPLEX,MUNICIPAL,2900293,2920368,2015_2920368_CLEARWATER/MUNICIPAL/MOTORWAY NORTH COMPLEX,2015_2900293_MUNICIPAL,,,,
2015,CLEARWATER/MUNICIPAL/MOTORWAY NORTH COMPLEX,PETE FORKS,2904667,2920368,2015_2920368_CLEARWATER/MUNICIPAL/MOTORWAY NORTH COMPLEX,2015_2904667_PETE FORKS,,,,
2015,CLEARWATER/MUNICIPAL/MOTORWAY NORTH COMPLEX,FOOTROT,2908051,2920368,2015_2920368_CLEARWATER/MUNICIPAL/MOTORWAY NORTH COMPLEX,2015_2908051_FOOTROT,,,,
2015,CLEARWATER/MUNICIPAL/MOTORWAY NORTH COMPLEX,WOODRAT,2919055,2920368,2015_2920368_CLEARWATER/MUNICIPAL/MOTORWAY NORTH COMPLEX,2015_2919055_WOODRAT,,,,
2015,CLEARWATER/MUNICIPAL/MOTORWAY NORTH COMPLEX,LITTLE BISCUIT,2920261,2920368,2015_2920368_CLEARWATER/MUNICIPAL/MOTORWAY NORTH COMPLEX,2015_2920261_LITTLE BISCUIT,,,,
2015,CLEARWATER/MUNICIPAL/MOTORWAY NORTH COMPLEX,CLEARWATER/MUNICIPAL COMPLEX,2920368,2920368,2015_2920368_CLEARWATER/MUNICIPAL/MOTORWAY NORTH COMPLEX,2015_2920368_CLEARWATER/MUNICIPAL COMPLEX,,,,
2015,CLEARWATER/MUNICIPAL/MOTORWAY NORTH COMPLEX,LAWYER 3,2922060,2920368,2015_2920368_CLEARWATER/MUNICIPAL/MOTORWAY NORTH COMPLEX,2015_2922060_LAWYER 3,,,,
2015,CLEARWATER/MUNICIPAL/MOTORWAY NORTH COMPLEX,LAWYER 6,2922061,2920368,2015_2920368_CLEARWATER/MUNICIPAL/MOTORWAY NORTH COMPLEX,2015_2922061_LAWYER 6,,,,
2015,CLEARWATER/MUNICIPAL/MOTORWAY NORTH COMPLEX,OLD GREER,2922262,2920368,2015_2920368_CLEARWATER/MUNICIPAL/MOTORWAY NORTH COMPLEX,2015_2922262_OLD GREER,,,,
2015,CLEARWATER/MUNICIPAL/MOTORWAY NORTH COMPLEX,SNOWY SUMMIT,2933209,2920368,2015_2920368_CLEARWATER/MUNICIPAL/MOTORWAY NORTH COMPLEX,2015_2933209_SNOWY SUMMIT,,,,
2015,CLEARWATER/MUNICIPAL/MOTORWAY NORTH COMPLEX,LONG CAMP 1,2924060,2881528,2015_2881528_CLEARWATER/MUNICIPAL/MOTORWAY NORTH COMPLEX,2015_2924060_LONG CAMP 1,,,,
2015,COLVILLE COMPLEX,MARBLE VALLEY,2867226,2912516,2015_2912516_COLVILLE COMPLEX,2015_2867226_MARBLE VALLEY,,,,
2015,COLVILLE COMPLEX,GOLD HILL,2908866,2912516,2015_2912516_COLVILLE COMPLEX,2015_2908866_GOLD HILL,,,,
2015,COLVILLE COMPLEX,COLVILLE COMPLEX,2912516,2912516,2015_2912516_COLVILLE COMPLEX,2015_2912516_COLVILLE COMPLEX,,,,
2015,CORNET-WINDY RIDGE,CORNET-WINDY RIDGE,2882088,2882088,2016_2882088_CORNET-WINDY RIDGE,2015_2882088_CORNET-WINDY RIDGE,,,,
2016,CORNET-WINDY RIDGE,CORNET,2899576,2882088,2016_2882088_CORNET-WINDY RIDGE,2016_2899576_CORNET,,,,
2015,BURNT- CX,BURNT- CX,2722003,2722003,2015_2722003_BURNT- CX,2015_2722003_BURNT- CX,,,,
2015,BURNT- CX,CORRAL-BURNT CX,2817890,2722003,2015_2722003_BURNT- CX,2015_2817890_CORRAL-BURNT CX,,,,
2015,COUNTY LINE 2,COUNTY LINE 2,2922269,2922269,2015_2922269_COUNTY LINE 2,2015_2922269_COUNTY LINE 2,,,,
2015,DL POTTER MOUNTAIN,DL DEER,2758349,2770524,2015_2770524_DL POTTER MOUNTAIN,2015_2758349_DL DEER,,,,
2015,DL POTTER MOUNTAIN,DL RIDGE,2767441,2770524,2015_2770524_DL POTTER MOUNTAIN,2015_2767441_DL RIDGE,,,,
2015,DL POTTER MOUNTAIN,DL POTTER MOUNTAIN,2770524,2770524,2015_2770524_DL POTTER MOUNTAIN,2015_2770524_DL POTTER MOUNTAIN,,,,
2015,DL POTTER MOUNTAIN,DL 252 POTTER COMPLEX,2894048,2770524,2015_2770524_DL POTTER MOUNTAIN,2015_2894048_DL 252 POTTER COMPLEX,,,,
2015,DOUGLAS COUNTY COMPLEX,DOUGLAS COUNTY COMPLEX,2814925,2814925,2015_2814925_DOUGLAS COUNTY COMPLEX,2015_2814925_DOUGLAS COUNTY COMPLEX,,,,
2015,DOUGLAS COUNTY COMPLEX,JAMESON LAKE,2854946,2814925,2015_2814925_DOUGLAS COUNTY COMPLEX,2015_2854946_JAMESON LAKE,,,,
2015,DOUGLAS COUNTY COMPLEX,PEGG CANYON,2855191,2814925,2015_2814925_DOUGLAS COUNTY COMPLEX,2015_2855191_PEGG CANYON,,,,
2015,DOUGLAS COUNTY COMPLEX,MOSES STOOL,2855140,2814925,2015_2814925_DOUGLAS COUNTY COMPLEX,2015_2855140_MOSES STOOL,,,,
2015,FAMILY PEAK COMPLEX,SPOTTED EAGLE,2866844,2937522,2015_2937522_FAMILY PEAK COMPLEX,2015_2866844_SPOTTED EAGLE,,,,
2015,FAMILY PEAK COMPLEX,MOUNT POIA,2921473,2937522,2015_2937522_FAMILY PEAK COMPLEX,2015_2921473_MOUNT POIA,,,,
2015,FAMILY PEAK COMPLEX,MUSKRAT PASS,2928798,2937522,2015_2937522_FAMILY PEAK COMPLEX,2015_2928798_MUSKRAT PASS,,,,
2015,FAMILY PEAK COMPLEX,FAMILY PEAK COMPLEX,2937522,2937522,2015_2937522_FAMILY PEAK COMPLEX,2015_2937522_FAMILY PEAK COMPLEX,,,,
2015,FORK COMPLEX,FORK COMPLEX,2753601,2753601,2015_2753601_FORK COMPLEX,2015_2753601_FORK COMPLEX,,,,
2015,FORK COMPLEX,DEER,2758084,2753601,2015_2753601_FORK COMPLEX,2015_2758084_DEER,,,,
2015,FORK COMPLEX,RAIL,2758978,2753601,2015_2753601_FORK COMPLEX,2015_2758978_RAIL,,,,
2015,FORK COMPLEX,BLUE,2761179,2753601,2015_2753601_FORK COMPLEX,2015_2761179_BLUE,,,,
2015,FORK COMPLEX,TELEPHONE,2761186,2753601,2015_2753601_FORK COMPLEX,2015_2761186_TELEPHONE,,,,
2015,FORK COMPLEX,BARKER,2778998,2753601,2015_2753601_FORK COMPLEX,2015_2778998_BARKER,,,,
2015,FORK COMPLEX,PEAK,2795636,2753601,2015_2753601_FORK COMPLEX,2015_2795636_PEAK,,,,
2015,FORK COMPLEX,BIGFOOT,2795638,2753601,2015_2753601_FORK COMPLEX,2015_2795638_BIGFOOT,,,,
2015,FORK COMPLEX,SHIELL,2795650,2753601,2015_2753601_FORK COMPLEX,2015_2795650_SHIELL,,,,
2015,FORK COMPLEX,CASTLE 1,2797630,2753601,2015_2753601_FORK COMPLEX,2015_2797630_CASTLE 1,,,,
2015,FORT MCKAVETT COMPLEX,FORT MCKAVETT COMPLEX,2777872,2777872,2015_2777872_FORT MCKAVETT COMPLEX,2015_2777872_FORT MCKAVETT COMPLEX,,,,
2015,GALLS CREEK COMPLEX,GALLS CREEK COMPLEX,2761719,2761719,2015_2761719_GALLS CREEK COMPLEX,2015_2761719_GALLS CREEK COMPLEX,,,,
2015,GASQUET COMPLEX,PEAK,2758558,2781653,2015_2781653_GASQUET COMPLEX,2015_2758558_PEAK,,,,
2015,GASQUET COMPLEX,COON,2760397,2781653,2015_2781653_GASQUET COMPLEX,2015_2760397_COON,,,,
2015,GASQUET COMPLEX,FEEDER,2777868,2781653,2015_2781653_GASQUET COMPLEX,2015_2777868_FEEDER,,,,
2015,GASQUET COMPLEX,BEAR,2779202,2781653,2015_2781653_GASQUET COMPLEX,2015_2779202_BEAR,,,,
2015,GASQUET COMPLEX,GASQUET COMPLEX,2781653,2781653,2015_2781653_GASQUET COMPLEX,2015_2781653_GASQUET COMPLEX,,,,
2015,GASQUET COMPLEX,SUMMIT,2786249,2781653,2015_2781653_GASQUET COMPLEX,2015_2786249_SUMMIT,,,,
2015,GASQUET COMPLEX,WILLIAMS,2786250,2781653,2015_2781653_GASQUET COMPLEX,2015_2786250_WILLIAMS,,,,
2015,GOAT ROCK COMPLEX,CHIPPEWA,2863856,2933887,2015_2933887_GOAT ROCK COMPLEX,2015_2863856_CHIPPEWA,,,,
2015,GOAT ROCK COMPLEX,KLATAWA,2867007,2933887,2015_2933887_GOAT ROCK COMPLEX,2015_2867007_KLATAWA,,,,
2015,GOAT ROCK COMPLEX,POPLAR POINT,2873382,2933887,2015_2933887_GOAT ROCK COMPLEX,2015_2873382_POPLAR POINT,,,,
2015,GOAT ROCK COMPLEX,VIMY,2880108,2933887,2015_2933887_GOAT ROCK COMPLEX,2015_2880108_VIMY,,,,
2015,GOAT ROCK COMPLEX,PINE RIDGE,2889569,2933887,2015_2933887_GOAT ROCK COMPLEX,2015_2889569_PINE RIDGE,,,,
2015,GOAT ROCK COMPLEX,DAD,2919433,2933887,2015_2933887_GOAT ROCK COMPLEX,2015_2919433_DAD,,,,
2015,GOAT ROCK COMPLEX,BERRAY 2,2933056,2933887,2015_2933887_GOAT ROCK COMPLEX,2015_2933056_BERRAY 2,,,,
2015,GOAT ROCK COMPLEX,GOAT ROCK COMPLEX,2933887,2933887,2015_2933887_GOAT ROCK COMPLEX,2015_2933887_GOAT ROCK COMPLEX,,,,
2015,GOAT ROCK COMPLEX,BERRAY MOUNTAIN,2937483,2933887,2015_2933887_GOAT ROCK COMPLEX,2015_2937483_BERRAY MOUNTAIN,,,,
2015,GRIZZLY BEAR COMPLEX,ROCK CREEK,2863566,2878511,2015_2878511_GRIZZLY BEAR COMPLEX,2015_2863566_ROCK CREEK,,,,
2015,GRIZZLY BEAR COMPLEX,927,2867222,2878511,2015_2878511_GRIZZLY BEAR COMPLEX,2015_2867222_927,,,,
2015,GRIZZLY BEAR COMPLEX,929,2873074,2878511,2015_2878511_GRIZZLY BEAR COMPLEX,2015_2873074_929,,,,
2015,GRIZZLY BEAR COMPLEX,MISERY TRAIL,2873076,2878511,2015_2878511_GRIZZLY BEAR COMPLEX,2015_2873076_MISERY TRAIL,,,,
2015,GRIZZLY BEAR COMPLEX,GOOSE,2873079,2878511,2015_2878511_GRIZZLY BEAR COMPLEX,2015_2873079_GOOSE,,,,
2015,GRIZZLY BEAR COMPLEX,DUCK,2873080,2878511,2015_2878511_GRIZZLY BEAR COMPLEX,2015_2873080_DUCK,,,,
2015,GRIZZLY BEAR COMPLEX,944,2873409,2878511,2015_2878511_GRIZZLY BEAR COMPLEX,2015_2873409_944,,,,
2015,GRIZZLY BEAR COMPLEX,BUTTE CREEK,2875079,2878511,2015_2878511_GRIZZLY BEAR COMPLEX,2015_2875079_BUTTE CREEK,,,,
2015,GRIZZLY BEAR COMPLEX,BEAR RIDGE,2878499,2878511,2015_2878511_GRIZZLY BEAR COMPLEX,2015_2878499_BEAR RIDGE,,,,
2015,GRIZZLY BEAR COMPLEX,943,2878500,2878511,2015_2878511_GRIZZLY BEAR COMPLEX,2015_2878500_943,,,,
2015,GRIZZLY BEAR COMPLEX,926,2878501,2878511,2015_2878511_GRIZZLY BEAR COMPLEX,2015_2878501_926,,,,
2015,GRIZZLY BEAR COMPLEX,GRIZZLY BEAR COMPLEX,2878511,2878511,2015_2878511_GRIZZLY BEAR COMPLEX,2015_2878511_GRIZZLY BEAR COMPLEX,,,,
2015,GRIZZLY BEAR COMPLEX,931,2885955,2878511,2015_2878511_GRIZZLY BEAR COMPLEX,2015_2885955_931,,,,
2015,GRIZZLY BEAR COMPLEX,TWIN BUTTE TRAIL,2903973,2878511,2015_2878511_GRIZZLY BEAR COMPLEX,2015_2903973_TWIN BUTTE TRAIL,,,,
2015,GRIZZLY BEAR COMPLEX,GREEN RIDGE,2914039,2878511,2015_2878511_GRIZZLY BEAR COMPLEX,2015_2914039_GREEN RIDGE,,,,
2015,GRIZZLY BEAR COMPLEX,915,2925193,2878511,2015_2878511_GRIZZLY BEAR COMPLEX,2015_2925193_915,,,,
2015,GRIZZLY BEAR COMPLEX,TWIN,2925199,2878511,2015_2878511_GRIZZLY BEAR COMPLEX,2015_2925199_TWIN,,,,
2015,GRIZZLY BEAR COMPLEX,933,2940664,2878511,2015_2878511_GRIZZLY BEAR COMPLEX,2015_2940664_933,,,,
2015,GRIZZLY BEAR COMPLEX,WEST BUTTE,2940677,2878511,2015_2878511_GRIZZLY BEAR COMPLEX,2015_2940677_WEST BUTTE,,,,
2015,GRIZZLY COMPLEX,STEEP CREEK,2859661,2891473,2015_2891473_GRIZZLY COMPLEX,2015_2859661_STEEP CREEK,,,,
2015,GRIZZLY COMPLEX,GRASSY MOUNTAIN,2859705,2891473,2015_2891473_GRIZZLY COMPLEX,2015_2859705_GRASSY MOUNTAIN,,,,
2015,GRIZZLY COMPLEX,NORTH SUBURBAN,2862489,2891473,2015_2891473_GRIZZLY COMPLEX,2015_2862489_NORTH SUBURBAN,,,,
2015,GRIZZLY COMPLEX,LOWER FLAT,2862494,2891473,2015_2891473_GRIZZLY COMPLEX,2015_2862494_LOWER FLAT,,,,
2015,GRIZZLY COMPLEX,DOWNEY,2862503,2891473,2015_2891473_GRIZZLY COMPLEX,2015_2862503_DOWNEY,,,,
2015,GRIZZLY COMPLEX,UPPER STONEY,2866825,2891473,2015_2891473_GRIZZLY COMPLEX,2015_2866825_UPPER STONEY,,,,
2015,GRIZZLY COMPLEX,BENNETT PEAK,2867585,2891473,2015_2891473_GRIZZLY COMPLEX,2015_2867585_BENNETT PEAK,,,,
2015,GRIZZLY COMPLEX,EAST SUBURBAN,2867586,2891473,2015_2891473_GRIZZLY COMPLEX,2015_2867586_EAST SUBURBAN,,,,
2015,GRIZZLY COMPLEX,LOWER STONEY,2883118,2891473,2015_2891473_GRIZZLY COMPLEX,2015_2883118_LOWER STONEY,,,,
2015,GRIZZLY COMPLEX,WHITE ROCK CREEK,2883363,2891473,2015_2891473_GRIZZLY COMPLEX,2015_2883363_WHITE ROCK CREEK,,,,
2015,GRIZZLY COMPLEX,POND PEAK,2883909,2891473,2015_2891473_GRIZZLY COMPLEX,2015_2883909_POND PEAK,,,,
2015,GRIZZLY COMPLEX,GRIZZLY COMPLEX,2891473,2891473,2015_2891473_GRIZZLY COMPLEX,2015_2891473_GRIZZLY COMPLEX,,,,
2015,GRIZZLY COMPLEX,JACK WAITE,2912224,2891473,2015_2891473_GRIZZLY COMPLEX,2015_2912224_JACK WAITE,,,,
2015,GRIZZLY COMPLEX,SOUTH SUBURBAN,2920258,2891473,2015_2891473_GRIZZLY COMPLEX,2015_2920258_SOUTH SUBURBAN,,,,
2015,GRIZZLY COMPLEX,MURRAY PEAK,2922051,2891473,2015_2891473_GRIZZLY COMPLEX,2015_2922051_MURRAY PEAK,,,,
2015,GRIZZLY COMPLEX,GRIZZLY RIDGE,2922069,2891473,2015_2891473_GRIZZLY COMPLEX,2015_2922069_GRIZZLY RIDGE,,,,
2015,GRIZZLY COMPLEX,TAYLOR SADDLE,2926608,2891473,2015_2891473_GRIZZLY COMPLEX,2015_2926608_TAYLOR SADDLE,,,,
2015,GRIZZLY COMPLEX,NORTH GRIZZLY,2928778,2891473,2015_2891473_GRIZZLY COMPLEX,2015_2928778_NORTH GRIZZLY,,,,
2015,GRIZZLY COMPLEX,SOUTH BOBTAIL,2940430,2891473,2015_2891473_GRIZZLY COMPLEX,2015_2940430_SOUTH BOBTAIL,,,,
2015,HARPER COMPLEX,119 HOG CREEK OR-952S-15119,2809457,2816768,2015_2816768_HARPER COMPLEX,2015_2809457_119 HOG CREEK OR-952S-15119,,,,
2015,HARPER COMPLEX,HARPER COMPLEX,2816768,2816768,2015_2816768_HARPER COMPLEX,2015_2816768_HARPER COMPLEX,,,,
2015,HARPER COMPLEX,130 LUCE CREEK,2826227,2816768,2015_2816768_HARPER COMPLEX,2015_2826227_130 LUCE CREEK,,,,
2015,HARPER COMPLEX,114 HARPER COMPLEX,2826232,2816768,2015_2816768_HARPER COMPLEX,2015_2826232_114 HARPER COMPLEX,,,,
2015,HUMBOLDT COMPLEX,HUMBOLDT COMPLEX,2758979,2758979,2015_2758979_HUMBOLDT COMPLEX,2015_2758979_HUMBOLDT COMPLEX,,,,
2015,HUMBOLDT COMPLEX,DOBBYN,2760677,2758979,2015_2758979_HUMBOLDT COMPLEX,2015_2760677_DOBBYN,,,,
2015,HUMBOLDT COMPLEX,BLUFORD,2760739,2758979,2015_2758979_HUMBOLDT COMPLEX,2015_2760739_BLUFORD,,,,
2015,HUMBOLDT COMPLEX,BLOCKSBURG,2760741,2758979,2015_2758979_HUMBOLDT COMPLEX,2015_2760741_BLOCKSBURG,,,,
2015,HUMBOLDT COMPLEX,STEELHEAD,2792964,2758979,2015_2758979_HUMBOLDT COMPLEX,2015_2792964_STEELHEAD,,,,
2015,HUMBOLDT COMPLEX,WINCHESTER,2792972,2758979,2015_2758979_HUMBOLDT COMPLEX,2015_2792972_WINCHESTER,,,,
2015,HUMBOLDT COMPLEX,WILDCAT,2792973,2758979,2015_2758979_HUMBOLDT COMPLEX,2015_2792973_WILDCAT,,,,
2015,HUMBOLDT COMPLEX,PINE,2809481,2758979,2015_2758979_HUMBOLDT COMPLEX,2015_2809481_PINE,,,,
2015,JAY PT/ BOULDER COMPLEX,JAY PT/ BOULDER,2898201,2898201,2015_2898201_JAY PT/ BOULDER,2015_2898201_JAY PT/ BOULDER,,,,
2015,JAY PT/ BOULDER COMPLEX,BOULDER,2929777,2898201,2015_2898201_JAY PT/ BOULDER,2015_2929777_BOULDER,,,,
2015,KANIKSU COMPLEX,BALDY,2757157,2926612,2015_2926612_KANIKSU COMPLEX,2015_2757157_BALDY,,,,
2015,KANIKSU COMPLEX,GREASE CREEK,2856868,2926612,2015_2926612_KANIKSU COMPLEX,2015_2856868_GREASE CREEK,,,,
2015,KANIKSU COMPLEX,ONATA CREEK,2856869,2926612,2015_2926612_KANIKSU COMPLEX,2015_2856869_ONATA CREEK,,,,
2015,KANIKSU COMPLEX,TOWER,2864213,2926612,2015_2926612_KANIKSU COMPLEX,2015_2864213_TOWER,,,,
2015,KANIKSU COMPLEX,SOUTH FORK SLATE TRAIL,2876957,2926612,2015_2926612_KANIKSU COMPLEX,2015_2876957_SOUTH FORK SLATE TRAIL,,,,
2015,KANIKSU COMPLEX,HALL MOUNTAIN,2876959,2926612,2015_2926612_KANIKSU COMPLEX,2015_2876959_HALL MOUNTAIN,,,,
2015,KANIKSU COMPLEX,SLATE CREEK,2909542,2926612,2015_2926612_KANIKSU COMPLEX,2015_2909542_SLATE CREEK,,,,
2015,KANIKSU COMPLEX,KANIKSU COMPLEX,2926612,2926612,2015_2926612_KANIKSU COMPLEX,2015_2926612_KANIKSU COMPLEX,,,,
2015,KETTLE COMPLEX,NORTH BOULDER 2,2823042,2934748,2015_2934748_KETTLE COMPLEX,2015_2823042_NORTH BOULDER 2,,,,
2015,KETTLE COMPLEX,STICKPIN,2882763,2934748,2015_2934748_KETTLE COMPLEX,2015_2882763_STICKPIN,,,,
2015,KETTLE COMPLEX,RENNER,2897106,2934748,2015_2934748_KETTLE COMPLEX,2015_2897106_RENNER,,,,
2015,KETTLE COMPLEX,GRAVES MOUNTAIN,2901887,2934748,2015_2934748_KETTLE COMPLEX,2015_2901887_GRAVES MOUNTAIN,,,,
2015,KETTLE COMPLEX,ROY,2903975,2934748,2015_2934748_KETTLE COMPLEX,2015_2903975_ROY,,,,
2015,KETTLE COMPLEX,KETTLE COMPLEX,2934748,2934748,2015_2934748_KETTLE COMPLEX,2015_2934748_KETTLE COMPLEX,,,,
2015,KETTLE NORTH COMPLEX,TAYLOR RIDGE 2,2823040,2823467,2015_2823467_KETTLE NORTH COMPLEX,2015_2823040_TAYLOR RIDGE 2,,,,
2015,KETTLE NORTH COMPLEX,PROFANITY PEAK 2,2823465,2823467,2015_2823467_KETTLE NORTH COMPLEX,2015_2823465_PROFANITY PEAK 2,,,,
2015,KETTLE NORTH COMPLEX,PROFANITY PEAK,2823466,2823467,2015_2823467_KETTLE NORTH COMPLEX,2015_2823466_PROFANITY PEAK,,,,
2015,KETTLE NORTH COMPLEX,KETTLE NORTH COMPLEX,2823467,2823467,2015_2823467_KETTLE NORTH COMPLEX,2015_2823467_KETTLE NORTH COMPLEX,,,,
2015,LARKIN COMPLEX,UPPER TWIN,2867564,2873774,2015_2873774_LARKIN COMPLEX,2015_2867564_UPPER TWIN,,,,
2015,LARKIN COMPLEX,LARKIN COMPLEX,2873774,2873774,2015_2873774_LARKIN COMPLEX,2015_2873774_LARKIN COMPLEX,,,,
2015,LARKIN COMPLEX,TWIN,2883119,2873774,2015_2873774_LARKIN COMPLEX,2015_2883119_TWIN,,,,
2015,LARKIN COMPLEX,AVALANCHE,2885984,2873774,2015_2873774_LARKIN COMPLEX,2015_2885984_AVALANCHE,,,,
