FIRE_YEAR,ICS_COMPLEX_NAME,FIRE_NAME,MEMBER_INC_IDENTIFIER,CPLX_INC_IDENTIFIER,CPLX_INCIDENT_ID,MEMBER_INCIDENT_ID,,,,
2019,GRASSLANDS COMPLEX,M AND 8,10733380,10733380,2019_10733380_GRASSLANDS COMPLEX,2019_10733380_GRASSLANDS COMPLEX,,,,
2019,GRASSLANDS COMPLEX,UTE,10733380,10733380,2019_10733380_GRASSLANDS COMPLEX,2019_10733380_GRASSLANDS COMPLEX,,,,
2019,FM 1025 COMPLEX,FM 1025 COMPLEX,10776412,10776412,2019_10776412_FM 1025 COMPLEX,2019_10776412_FM 1025 COMPLEX,,,,
2020,LONGFELLOW NINE MILE COMPLEX,LONGFELLOW NINE MILE-2,11699608,11699608,2020_11699608_LONGFELLOW NINE MILE COMPLEX,2020_11699608_LONGFELLOW NINE MILE COMPLEX,,,,
2020,LONGFELLOW NINE MILE COMPLEX,LONGFELLOW NINE MILE,11691442,11699608,2020_11699608_LONGFELLOW NINE MILE COMPLEX,2020_11691442_LONGFELLOW NINE MILE,,,,
2020,JULY COMPLEX,JULY COMPLEX,11769137,11769137,2020_11769137_JULY COMPLEX,2020_11769137_JULY COMPLEX,,,,
2020,JULY COMPLEX,GILLEM,11769137,11769137,2020_11769137_JULY COMPLEX,2020_11769137_JULY COMPLEX,,,,
2020,JULY COMPLEX,ALLEN,11766979,11769137,2020_11769137_JULY COMPLEX,2020_11766979_ALLEN,,,,
2020,JULY COMPLEX,CALDWELL,11767577,11769137,2020_11769137_JULY COMPLEX,2020_11767577_CALDWELL,,,,
2020,JULY COMPLEX,DALTON,11771894,11769137,2020_11769137_JULY COMPLEX,2020_11771894_DALTON,,,,
2020,RED SALMON COMPLEX,RED SALMON COMPLEX,11740185,11740185,2020_11740185_RED SALMON COMPLEX,2020_11740185_RED SALMON COMPLEX,,,,
2020,RED SALMON COMPLEX,SALMON,11769930,11740185,2020_11740185_RED SALMON COMPLEX,2020_11769930_SALMON,,,,
2020,SQF COMPLEX,SQF COMPLEX,11801418,11801418,2020_11801418_SQF COMPLEX,2020_11801418_SQF COMPLEX,,,,
2020,SQF COMPLEX,SHOTGUN,11820649,11801418,2020_11801418_SQF COMPLEX,2020_11820649_SHOTGUN,,,,
2020,SQF COMPLEX,CASTLE,11829054,11801418,2020_11801418_SQF COMPLEX,2020_11829054_CASTLE,,,,
2020,BUTTE/TEHAMA/GLENN COMPLEX,BUTTE/TEHAMA/GLENN COMPLEX,11817132,11817132,2020_11817132_BUTTE/TEHAMA/GLENN COMPLEX,2020_11817132_BUTTE/TEHAMA/GLENN COMPLEX,,,,
2020,BUTTE/TEHAMA/GLENN COMPLEX,BTU LIGHTNING 2020,11836421,11817132,2020_11817132_BUTTE/TEHAMA/GLENN COMPLEX,2020_11836421_BTU LIGHTNING 2020,,,,
2020,BUTTE/TEHAMA/GLENN COMPLEX,5-4 POTTERS,11843598,11817132,2020_11817132_BUTTE/TEHAMA/GLENN COMPLEX,2020_11843598_5-4 POTTERS,,,,
2020,BUTTE/TEHAMA/GLENN COMPLEX,ELK,11880999,11817132,2020_11817132_BUTTE/TEHAMA/GLENN COMPLEX,2020_11880999_ELK,,,,
2020,BUTTE/TEHAMA/GLENN COMPLEX,ELKHORN,11897471,11817132,2020_11817132_BUTTE/TEHAMA/GLENN COMPLEX,2020_11897471_ELKHORN,,,,
2020,BUTTE/TEHAMA/GLENN COMPLEX,1-13,11817132,11817132,2020_11817132_BUTTE/TEHAMA/GLENN COMPLEX,,,,,
2020,BUTTE/TEHAMA/GLENN COMPLEX,1-8,11817132,11817132,2020_11817132_BUTTE/TEHAMA/GLENN COMPLEX,,,,,
2020,BUTTE/TEHAMA/GLENN COMPLEX,1-12,11817132,11817132,2020_11817132_BUTTE/TEHAMA/GLENN COMPLEX,,,,,
2020,BUTTE/TEHAMA/GLENN COMPLEX,1-2,11817132,11817132,2020_11817132_BUTTE/TEHAMA/GLENN COMPLEX,,,,,
2020,BUTTE/TEHAMA/GLENN COMPLEX,1-7,11817132,11817132,2020_11817132_BUTTE/TEHAMA/GLENN COMPLEX,,,,,
2020,BUTTE/TEHAMA/GLENN COMPLEX,2-24,11817132,11817132,2020_11817132_BUTTE/TEHAMA/GLENN COMPLEX,,,,,
2020,AUGUST COMPLEX,AUGUST COMPLEX,11843929,11843929,2020_11843929_AUGUST COMPLEX,2020_11843929_AUGUST COMPLEX,,,,
2020,AUGUST COMPLEX,LINN,11843929,11843929,2020_11843929_AUGUST COMPLEX,2020_11843929_AUGUST COMPLEX,,,,
2020,AUGUST COMPLEX,RATTLESNAKE,11843080,11843929,2020_11843929_AUGUST COMPLEX,2020_11843080_RATTLESNAKE,,,,
2020,AUGUST COMPLEX,HULL,11873463,11843929,2020_11843929_AUGUST COMPLEX,2020_11873463_HULL,,,,
2020,AUGUST COMPLEX,DOE,11885771,11843929,2020_11843929_AUGUST COMPLEX,2020_11885771_DOE,,,,
2020,AUGUST COMPLEX,SHF ELKHORN,11878029,11843929,2020_11843929_AUGUST COMPLEX,2020_11923345_SHF ELKHORN,,,,
2020,AUGUST COMPLEX,DEL,11843929,11843929,2020_11843929_AUGUST COMPLEX,2020_11843929_AUGUST COMPLEX,,,,
2020,AUGUST COMPLEX,BOWMAN,11843929,11843929,2020_11843929_AUGUST COMPLEX,2020_11843929_AUGUST COMPLEX,,,,
2020,AUGUST COMPLEX,BOWMAN 2,11843929,11843929,2020_11843929_AUGUST COMPLEX,2020_11843929_AUGUST COMPLEX,,,,
2020,AUGUST COMPLEX,NORTH FORK,11843929,11843929,2020_11843929_AUGUST COMPLEX,2020_11843929_AUGUST COMPLEX,,,,
2020,AUGUST COMPLEX,GRIND,11843929,11843929,2020_11843929_AUGUST COMPLEX,2020_11843929_AUGUST COMPLEX,,,,
2020,AUGUST COMPLEX,HEIFER,11843929,11843929,2020_11843929_AUGUST COMPLEX,2020_11843929_AUGUST COMPLEX,,,,
2020,AUGUST COMPLEX,RED MOUNTAIN,11843929,11843929,2020_11843929_AUGUST COMPLEX,2020_11843929_AUGUST COMPLEX,,,,
2020,AUGUST COMPLEX,FORK,11843929,11843929,2020_11843929_AUGUST COMPLEX,2020_11843929_AUGUST COMPLEX,,,,
2020,AUGUST COMPLEX,BALL,11843929,11843929,2020_11843929_AUGUST COMPLEX,2020_11843929_AUGUST COMPLEX,,,,
2020,AUGUST COMPLEX,COLD SPRINGS,11843929,11843929,2020_11843929_AUGUST COMPLEX,2020_11843929_AUGUST COMPLEX,,,,
2020,AUGUST COMPLEX,HOKEY POKEY,11843929,11843929,2020_11843929_AUGUST COMPLEX,2020_11843929_AUGUST COMPLEX,,,,
2020,AUGUST COMPLEX,GLADE,11843929,11843929,2020_11843929_AUGUST COMPLEX,2020_11843929_AUGUST COMPLEX,,,,
2020,AUGUST COMPLEX,TATHAM,11843929,11843929,2020_11843929_AUGUST COMPLEX,2020_11843929_AUGUST COMPLEX,,,,
2020,AUGUST COMPLEX,BALDY,11843929,11843929,2020_11843929_AUGUST COMPLEX,2020_11843929_AUGUST COMPLEX,,,,
2020,AUGUST COMPLEX,MARKHAM,11843929,11843929,2020_11843929_AUGUST COMPLEX,2020_11843929_AUGUST COMPLEX,,,,
2020,AUGUST COMPLEX,JUNCTION,11843929,11843929,2020_11843929_AUGUST COMPLEX,2020_11843929_AUGUST COMPLEX,,,,
2020,AUGUST COMPLEX,ROCKWELL,11843929,11843929,2020_11843929_AUGUST COMPLEX,2020_11843929_AUGUST COMPLEX,,,,
2020,AUGUST COMPLEX,SHEPHARD 2,11843929,11843929,2020_11843929_AUGUST COMPLEX,2020_11843929_AUGUST COMPLEX,,,,
2020,AUGUST COMPLEX,SHEPHARD,11843929,11843929,2020_11843929_AUGUST COMPLEX,2020_11843929_AUGUST COMPLEX,,,,
2020,AUGUST COMPLEX,HARDIN,11843929,11843929,2020_11843929_AUGUST COMPLEX,2020_11843929_AUGUST COMPLEX,,,,
2020,AUGUST COMPLEX,HIGH,11843929,11843929,2020_11843929_AUGUST COMPLEX,2020_11843929_AUGUST COMPLEX,,,,
2020,AUGUST COMPLEX,BRUSHY,11843929,11843929,2020_11843929_AUGUST COMPLEX,2020_11843929_AUGUST COMPLEX,,,,
2020,AUGUST COMPLEX,CORBIN,11843929,11843929,2020_11843929_AUGUST COMPLEX,2020_11843929_AUGUST COMPLEX,,,,
2020,AUGUST COMPLEX,KNEECAP,11843929,11843929,2020_11843929_AUGUST COMPLEX,2020_11843929_AUGUST COMPLEX,,,,
2020,AUGUST COMPLEX,PINE KOP,11843929,11843929,2020_11843929_AUGUST COMPLEX,2020_11843929_AUGUST COMPLEX,,,,
2020,AUGUST COMPLEX,MEYERS,11843929,11843929,2020_11843929_AUGUST COMPLEX,2020_11843929_AUGUST COMPLEX,,,,
2020,AUGUST COMPLEX,HOPKINS,11843929,11843929,2020_11843929_AUGUST COMPLEX,2020_11843929_AUGUST COMPLEX,,,,
2020,AUGUST COMPLEX,BEAN,11843929,11843929,2020_11843929_AUGUST COMPLEX,2020_11843929_AUGUST COMPLEX,,,,
2020,AUGUST COMPLEX,ANT,11843929,11843929,2020_11843929_AUGUST COMPLEX,2020_11843929_AUGUST COMPLEX,,,,
2020,AUGUST COMPLEX,SMOKEHOUSE,11843929,11843929,2020_11843929_AUGUST COMPLEX,2020_11843929_AUGUST COMPLEX,,,,
2020,AUGUST COMPLEX,ROCK,11843929,11843929,2020_11843929_AUGUST COMPLEX,2020_11843929_AUGUST COMPLEX,,,,
2020,AUGUST COMPLEX,SOLDIER,11843929,11843929,2020_11843929_AUGUST COMPLEX,2020_11843929_AUGUST COMPLEX,,,,
2020,AUGUST COMPLEX,VINEGAR PEAK,11843929,11843929,2020_11843929_AUGUST COMPLEX,2020_11843929_AUGUST COMPLEX,,,,
2020,AUGUST COMPLEX,WILLOW BASIN,11843929,11843929,2020_11843929_AUGUST COMPLEX,2020_11843929_AUGUST COMPLEX,,,,
2020,AUGUST COMPLEX,HAPPY,11843929,11843929,2020_11843929_AUGUST COMPLEX,2020_11843929_AUGUST COMPLEX,,,,
2020,AUGUST COMPLEX,SNOW,11843929,11843929,2020_11843929_AUGUST COMPLEX,2020_11843929_AUGUST COMPLEX,,,,
2020,AUGUST COMPLEX,BOX,11843929,11843929,2020_11843929_AUGUST COMPLEX,2020_11843929_AUGUST COMPLEX,,,,
2020,AUGUST COMPLEX,AUGUST COMPLEX WEST ZONE,11937412,11843929,2020_11843929_AUGUST COMPLEX,2020_11937412_AUGUST COMPLEX WEST ZONE,,,,
2020,TCU AUG LIGHTNING COMPLEX,TCU AUG LIGHTNING COMPLEX,11811807,11811807,2020_11811807_TCU AUG LIGHTNING COMPLEX,2020_11811807_TCU AUG LIGHTNING COMPLEX,,,,
2020,NORTH COMPLEX,NORTH COMPLEX,11865970,11865970,2020_11865970_NORTH COMPLEX,2020_11865970_NORTH COMPLEX,,,,
2020,NORTH COMPLEX,KESSLER,11865970,11865970,2020_11865970_NORTH COMPLEX,2020_11865970_NORTH COMPLEX,,,,
2020,NORTH COMPLEX,SHEEP,11855521,11865970,2020_11865970_NORTH COMPLEX,2020_11855521_SHEEP,,,,
2020,NORTH COMPLEX,FLEMINGS,11865970,11865970,2020_11865970_NORTH COMPLEX,2020_11865970_NORTH COMPLEX,,,,
2020,NORTH COMPLEX,WILLARD,11865970,11865970,2020_11865970_NORTH COMPLEX,2020_11865970_NORTH COMPLEX,,,,
2020,NORTH COMPLEX,NEER,11865970,11865970,2020_11865970_NORTH COMPLEX,2020_11865970_NORTH COMPLEX,,,,
2020,NORTH COMPLEX,MEYERS,11865970,11865970,2020_11865970_NORTH COMPLEX,2020_11865970_NORTH COMPLEX,,,,
2020,NORTH COMPLEX,EVANS,11865970,11865970,2020_11865970_NORTH COMPLEX,2020_11865970_NORTH COMPLEX,,,,
2020,NORTH COMPLEX,COPPER,11865970,11865970,2020_11865970_NORTH COMPLEX,2020_11865970_NORTH COMPLEX,,,,
2020,NORTH COMPLEX,MONITOR 3,11865970,11865970,2020_11865970_NORTH COMPLEX,2020_11865970_NORTH COMPLEX,,,,
2020,NORTH COMPLEX,MONITOR,11865970,11865970,2020_11865970_NORTH COMPLEX,2020_11865970_NORTH COMPLEX,,,,
2020,NORTH COMPLEX,DAVIS 2,11865970,11865970,2020_11865970_NORTH COMPLEX,2020_11865970_NORTH COMPLEX,,,,
2020,NORTH COMPLEX,DAVIS,11865970,11865970,2020_11865970_NORTH COMPLEX,2020_11865970_NORTH COMPLEX,,,,
2020,NORTH COMPLEX,IRON,11865970,11865970,2020_11865970_NORTH COMPLEX,2020_11865970_NORTH COMPLEX,,,,
2020,NORTH COMPLEX,BRANCH,11865970,11865970,2020_11865970_NORTH COMPLEX,2020_11865970_NORTH COMPLEX,,,,
2020,NORTH COMPLEX,MONITOR 2,11865970,11865970,2020_11865970_NORTH COMPLEX,2020_11865970_NORTH COMPLEX,,,,
2020,NORTH COMPLEX,PAXTON,11865970,11865970,2020_11865970_NORTH COMPLEX,2020_11865970_NORTH COMPLEX,,,,
2020,NORTH COMPLEX,ANNA,11865970,11865970,2020_11865970_NORTH COMPLEX,2020_11865970_NORTH COMPLEX,,,,
2020,NORTH COMPLEX,CLAREMONT,11865970,11865970,2020_11865970_NORTH COMPLEX,2020_11865970_NORTH COMPLEX,,,,
2020,NORTH COMPLEX,BEAR,11865970,11865970,2020_11865970_NORTH COMPLEX,2020_11865970_NORTH COMPLEX,,,,
2020,SCU LIGHTNING COMPLEX,SCU LIGHTNING COMPLEX,11875780,11875780,2020_11875780_SCU LIGHTNING COMPLEX,2020_11875780_SCU LIGHTNING COMPLEX,,,,
2020,SCU LIGHTNING COMPLEX,ARROYO,11875360,11875360,2020_11875780_SCU LIGHTNING COMPLEX,2020_11875360_ARROYO,,,,
2020,SCU LIGHTNING COMPLEX,4-1 - MARSH,11878029,11875360,2020_11875780_SCU LIGHTNING COMPLEX,2020_11878029_4-1 - MARSH,,,,
2020,SCU LIGHTNING COMPLEX,CANYON,11880922,11875360,2020_11875780_SCU LIGHTNING COMPLEX,2020_11880922_CANYON,,put under SCU in FOD,,
2019,HK COMPLEX,HK COMPLEX,10719602,10719602,2019_10719602_163 HK COMPLEX,2019_10719602_163 HK COMPLEX,,,,
2019,HK COMPLEX,HIDDEN SPRING,10719602,10719602,2019_10719602_163 HK COMPLEX,2019_10719602_163 HK COMPLEX,,,,
2019,HK COMPLEX,BEAR CREEK,10719602,10719602,2019_10719602_163 HK COMPLEX,2019_10719602_163 HK COMPLEX,,,,
2019,HK COMPLEX,LITTLE BEAR,10719602,10719602,2019_10719602_163 HK COMPLEX,2019_10719602_163 HK COMPLEX,,,,
2019,HK COMPLEX,MIDDLE RIDGE,10719602,10719602,2019_10719602_163 HK COMPLEX,2019_10719602_163 HK COMPLEX,,,,
2019,HK COMPLEX,WILDCAT SPRING 142,10719602,10719602,2019_10719602_163 HK COMPLEX,2019_10719602_163 HK COMPLEX,,,,
2019,HK COMPLEX,ROCKY FLATS,10719602,10719602,2019_10719602_163 HK COMPLEX,2019_10719602_163 HK COMPLEX,,,,
2019,HK COMPLEX,ALDER CREEK 138,10719602,10719602,2019_10719602_163 HK COMPLEX,2019_10719602_163 HK COMPLEX,,,,
2019,HK COMPLEX,LITTLE ALDER,10719602,10719602,2019_10719602_163 HK COMPLEX,2019_10719602_163 HK COMPLEX,,,,
2019,HK COMPLEX,HK SPRING,10719602,10719602,2019_10719602_163 HK COMPLEX,2019_10719602_163 HK COMPLEX,,,,
2019,HK COMPLEX,ARNICA,10719602,10719602,2019_10719602_163 HK COMPLEX,2019_10719602_163 HK COMPLEX,,,,
2019,HK COMPLEX,HOG CREEK,10719602,10719602,2019_10719602_163 HK COMPLEX,2019_10719602_163 HK COMPLEX,,,,
2019,HK COMPLEX,BACON SPRING,10719602,10719602,2019_10719602_163 HK COMPLEX,2019_10719602_163 HK COMPLEX,,,,
2019,VAL VERDE COMPLEX,VAL VERDE COMPLEX,10716056,10716056,2019_10716056_VAL VERDE COMPLEX,2019_10716056_VAL VERDE COMPLEX,,,,
2020,PCMS COMPLEX,PCMS COMPLEX,11705534,11705534,2020_11705534_PCMS COMPLEX,2020_11705534_PCMS COMPLEX,,,,
2020,74.5,PCMS COMPLEX,11705534,11705534,2020_11705534_PCMS COMPLEX,2020_11705534_PCMS COMPLEX,,,,
2020,TAYLOR,PCMS COMPLEX,11705534,11705534,2020_11705534_PCMS COMPLEX,2020_11705534_PCMS COMPLEX,,,,
2020,WHITE MESA,POCKET COMPLEX,11782471,11782471,2020_11782471_POCKET COMPLEX,2020_11782471_POCKET COMPLEX,,,,
2020,SOUTH TOWER,POCKET COMPLEX,11782471,11782471,2020_11782471_POCKET COMPLEX,2020_11782471_POCKET COMPLEX,,,,
2020,POCKET,POCKET COMPLEX,11782471,11782471,2020_11782471_POCKET COMPLEX,2020_11782471_POCKET COMPLEX,,,,
2020,LNU LIGHTNING COMPLEX,LNU LIGHTNING COMPLEX,11850821,11850821,2020_11850821_LNU LIGHTNING COMPLEX,2020_11850821_LNU LIGHTNING COMPLEX,,,,
2020,GAMBLE,LNU LIGHTNING COMPLEX,11850821,11850821,2020_11850821_LNU LIGHTNING COMPLEX,2020_11850821_LNU LIGHTNING COMPLEX,,,,
2020,SPANISH,LNU LIGHTNING COMPLEX,11850821,11850821,2020_11850821_LNU LIGHTNING COMPLEX,2020_11850821_LNU LIGHTNING COMPLEX,,,,
2020,15-10,LNU LIGHTNING COMPLEX,11850821,11850821,2020_11850821_LNU LIGHTNING COMPLEX,2020_11850821_LNU LIGHTNING COMPLEX,,,,
2020,HENNESSEY,LNU LIGHTNING COMPLEX,11850821,11850821,2020_11850821_LNU LIGHTNING COMPLEX,2020_11850821_LNU LIGHTNING COMPLEX,,,,
2020,MARKLEY,LNU LIGHTNING COMPLEX,11850821,11850821,2020_11850821_LNU LIGHTNING COMPLEX,2020_11850821_LNU LIGHTNING COMPLEX,,,,
2020,WALLBRIDGE,LNU LIGHTNING COMPLEX,11850821,11850821,2020_11850821_LNU LIGHTNING COMPLEX,2020_11850821_LNU LIGHTNING COMPLEX,,,,
2020,MEU LIGHTNING COMPLEX,MEU LIGHTNING COMPLEX,11821211,11821211,2020_11821211_MEU LIGHTNING COMPLEX,2020_11821211_MEU LIGHTNING COMPLEX,,,,
2020,MEU LIGHTNING COMPLEX,1-1,11821211,11821211,2020_11821211_MEU LIGHTNING COMPLEX,2020_11821211_MEU LIGHTNING COMPLEX,,,,
2020,MEU LIGHTNING COMPLEX,3-19,11821211,11821211,2020_11821211_MEU LIGHTNING COMPLEX,2020_11821211_MEU LIGHTNING COMPLEX,,,,
2020,MEU LIGHTNING COMPLEX,3-1,11821211,11821211,2020_11821211_MEU LIGHTNING COMPLEX,2020_11821211_MEU LIGHTNING COMPLEX,,,,
2020,MEU LIGHTNING COMPLEX,3-17 2,11821211,11821211,2020_11821211_MEU LIGHTNING COMPLEX,2020_11821211_MEU LIGHTNING COMPLEX,,,,
2020,MEU LIGHTNING COMPLEX,5-1,11821211,11821211,2020_11821211_MEU LIGHTNING COMPLEX,2020_11821211_MEU LIGHTNING COMPLEX,,,,
2020,CZU AUG LIGHTNING COMPLEX,CZU AUG LIGHTNING,11878096,11878096,2020_11878096_CZU AUG LIGHTNING,2020_11878096_CZU AUG LIGHTNING,,,,
2020,MEACHAM COMPLEX,MEACHAM COMPLEX,11893173,11893173,2020_11893173_MEACHAM COMPLEX,2020_11893173_MEACHAM COMPLEX,,,,
2020,MEACHAM COMPLEX,874,11893173,11893173,2020_11893173_MEACHAM COMPLEX,2020_11893173_MEACHAM COMPLEX,,,,
2020,MEACHAM COMPLEX,HAGER RIDGE,11893173,11893173,2020_11893173_MEACHAM COMPLEX,2020_11893173_MEACHAM COMPLEX,,,,
2020,MEACHAM COMPLEX,HELL HOLE,11893173,11893173,2020_11893173_MEACHAM COMPLEX,2020_11893173_MEACHAM COMPLEX,,,,
2020,MEACHAM COMPLEX,BANJO,11893173,11893173,2020_11893173_MEACHAM COMPLEX,2020_11893173_MEACHAM COMPLEX,,,,
2020,MEACHAM COMPLEX,HORSE,11893173,11893173,2020_11893173_MEACHAM COMPLEX,2020_11893173_MEACHAM COMPLEX,,,,
2020,MEACHAM COMPLEX,HUCKLEBERRY,11893173,11893173,2020_11893173_MEACHAM COMPLEX,2020_11893173_MEACHAM COMPLEX,,,,
2020,MEACHAM COMPLEX,ALLEN CREEK,11893173,11893173,2020_11893173_MEACHAM COMPLEX,2020_11893173_MEACHAM COMPLEX,,,,
2020,MEACHAM COMPLEX,MEACHAM COMPLEX,11893173,11893173,2020_11893173_MEACHAM COMPLEX,2020_11893173_MEACHAM COMPLEX,,,,
2020,MEACHAM COMPLEX,HURON,11893173,11893173,2020_11893173_MEACHAM COMPLEX,2020_11893173_MEACHAM COMPLEX,,,,
2020,MEACHAM COMPLEX,HORSESHOE RIDGE,11893173,11893173,2020_11893173_MEACHAM COMPLEX,2020_11893173_MEACHAM COMPLEX,,,,
2020,SUNNYSIDE COMPLEX,SUNNYSIDE COMPLEX,11920479,11920479,2020_11920479_SUNNYSIDE COMPLEX,2020_11920479_SUNNYSIDE COMPLEX,,,,
2020,SUNNYSIDE COMPLEX,MM 49,11920479,11920479,2020_11920479_SUNNYSIDE COMPLEX,2020_11920479_SUNNYSIDE COMPLEX,,,,
2020,SUNNYSIDE COMPLEX,CLOVER,11920479,11920479,2020_11920479_SUNNYSIDE COMPLEX,2020_11920479_SUNNYSIDE COMPLEX,,,,
2020,INCHELIUM COMPLEX,INCHELIUM COMPLEX,11922031,11922031,2020_11922031_INCHELIUM COMPLEX,2020_11922031_INCHELIUM COMPLEX,,,,
2020,INCHELIUM COMPLEX,INCHELIUM  HIWAY,11922031,11922031,2020_11922031_INCHELIUM COMPLEX,2020_11922031_INCHELIUM COMPLEX,,,,
2020,INCHELIUM COMPLEX,KEWA FIELD,11922031,11922031,2020_11922031_INCHELIUM COMPLEX,2020_11922031_INCHELIUM COMPLEX,,,,
2020,INCHELIUM COMPLEX,FRY,11922031,11922031,2020_11922031_INCHELIUM COMPLEX,2020_11922031_INCHELIUM COMPLEX,,,,
2020,ECHO MOUNTAIN COMPLEX,ECHO MTN. COMPLEX,11933376,11933376,2020_11933376_ECHO MTN. COMPLEX,2020_11933376_ECHO MTN. COMPLEX,,,,
